,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,course,G_mean,social_economic_score,social_class
290,GP,M,18,1,GT3,T,1,0,1,1,home,mother,1,2,0,no,yes,yes,yes,yes,yes,1,yes,4,3,2,1,4,5,11,12,11,11,math,11.333333333333334,6,higher_economic_class
291,GP,F,17,1,GT3,T,1,1,1,1,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,1,no,4,2,2,1,2,3,0,15,15,15,math,15.0,7,higher_economic_class
292,GP,F,18,1,LE3,T,0,0,1,0,reputation,mother,1,2,1,no,no,no,no,yes,yes,1,yes,5,4,3,1,1,5,12,12,12,13,math,12.333333333333334,4,higher_economic_class
293,GP,F,17,0,LE3,T,1,0,1,1,reputation,mother,1,4,0,no,yes,yes,no,yes,yes,0,no,3,1,2,1,1,3,6,18,18,18,math,18.0,4,higher_economic_class
294,GP,M,18,0,LE3,T,1,0,1,1,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,1,no,5,4,2,1,1,4,8,14,13,14,math,13.666666666666666,5,higher_economic_class
295,GP,M,17,1,GT3,T,1,1,1,1,home,mother,1,1,0,no,yes,yes,no,yes,yes,1,no,4,4,3,1,3,5,4,14,12,11,math,12.333333333333334,7,higher_economic_class
296,GP,F,19,1,GT3,T,1,1,1,1,reputation,other,1,2,0,no,yes,yes,yes,yes,yes,1,no,2,3,4,2,3,2,0,10,9,0,math,6.333333333333333,7,higher_economic_class
297,GP,F,18,1,LE3,T,1,1,1,1,home,other,1,2,0,no,yes,yes,no,yes,yes,1,yes,4,4,5,1,2,2,10,10,8,8,math,8.666666666666666,7,higher_economic_class
298,GP,F,18,1,GT3,T,1,1,1,1,reputation,father,1,4,0,no,yes,yes,no,yes,yes,1,no,4,3,3,1,1,3,0,14,13,14,math,13.666666666666666,7,higher_economic_class
299,GP,M,18,1,LE3,T,1,1,1,1,home,mother,1,1,0,no,yes,yes,no,yes,yes,1,yes,1,4,2,2,2,1,5,16,15,16,math,15.666666666666666,7,higher_economic_class
300,GP,F,18,1,LE3,A,1,1,1,1,home,mother,1,2,0,no,yes,no,no,yes,yes,1,yes,4,2,4,1,1,4,14,12,10,11,math,11.0,7,higher_economic_class
301,GP,M,17,1,LE3,T,1,1,1,1,home,father,1,1,0,no,no,yes,no,yes,yes,1,no,4,1,1,2,2,5,0,11,11,10,math,10.666666666666666,7,higher_economic_class
302,GP,F,17,1,GT3,T,1,0,1,1,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,1,no,4,3,3,1,1,3,0,15,12,14,math,13.666666666666666,6,higher_economic_class
303,GP,F,17,1,GT3,T,1,0,1,1,reputation,father,1,4,0,no,yes,yes,yes,no,yes,1,no,5,2,2,1,2,5,0,17,17,18,math,17.333333333333332,6,higher_economic_class
304,GP,M,19,1,GT3,T,1,1,1,1,home,other,1,2,1,no,yes,no,yes,yes,yes,1,yes,4,4,4,1,1,3,20,15,14,13,math,14.0,7,higher_economic_class
305,GP,F,18,1,GT3,T,0,1,1,0,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,1,no,4,4,3,1,1,3,8,14,12,12,math,12.666666666666666,5,higher_economic_class
306,GP,M,20,1,GT3,A,1,0,1,1,course,other,1,1,0,no,no,no,yes,yes,yes,0,no,5,5,3,1,1,5,0,17,18,18,math,17.666666666666668,5,higher_economic_class
307,GP,M,19,1,GT3,T,1,1,1,1,reputation,other,1,1,1,no,yes,yes,no,yes,yes,1,yes,4,3,4,1,1,4,38,8,9,8,math,8.333333333333334,7,higher_economic_class
308,GP,M,19,0,GT3,T,1,1,1,1,reputation,father,1,2,1,no,no,no,yes,yes,yes,0,yes,4,5,3,1,2,5,0,15,12,12,math,13.0,5,higher_economic_class
309,GP,F,19,1,LE3,T,0,0,0,1,reputation,other,1,2,1,yes,yes,no,yes,no,yes,1,no,4,4,3,1,3,3,18,12,10,10,math,10.666666666666666,4,higher_economic_class
310,GP,F,19,1,LE3,T,0,0,1,1,home,other,1,2,1,no,no,no,yes,no,yes,0,yes,4,2,4,2,2,3,0,9,9,0,math,6.0,4,higher_economic_class
311,GP,F,19,1,GT3,T,0,0,0,1,other,other,0,2,0,no,yes,no,no,yes,no,1,yes,3,4,1,1,1,2,20,14,12,13,math,13.0,3,lower_economic_class
312,GP,M,19,1,GT3,T,0,0,1,1,course,other,1,2,1,no,no,no,no,no,yes,1,no,4,5,2,2,2,4,3,13,11,11,math,11.666666666666666,5,higher_economic_class
313,GP,F,19,1,LE3,T,1,0,1,1,reputation,other,1,2,1,no,yes,yes,no,no,yes,1,yes,4,2,2,1,2,1,22,13,10,11,math,11.333333333333334,6,higher_economic_class
314,GP,F,19,1,GT3,T,0,0,0,1,home,other,1,3,2,no,no,no,no,no,yes,1,yes,4,1,2,1,1,3,14,15,13,13,math,13.666666666666666,4,higher_economic_class
315,GP,F,19,0,GT3,T,0,1,1,1,reputation,other,1,3,1,no,no,no,no,yes,yes,1,yes,4,1,2,1,1,3,40,13,11,11,math,11.666666666666666,5,higher_economic_class
316,GP,F,18,1,GT3,T,0,0,1,1,course,mother,1,2,0,no,yes,yes,yes,yes,yes,1,no,5,3,3,1,2,1,0,8,8,0,math,5.333333333333333,5,higher_economic_class
317,GP,F,18,1,GT3,T,1,1,1,1,course,mother,1,3,0,no,yes,yes,yes,yes,yes,1,yes,4,3,4,1,1,5,9,9,10,9,math,9.333333333333334,7,higher_economic_class
318,GP,F,17,0,GT3,T,1,1,0,1,course,father,1,3,0,no,yes,yes,yes,no,yes,1,no,4,3,4,2,5,5,0,11,11,10,math,10.666666666666666,5,higher_economic_class
319,GP,F,18,1,GT3,T,1,1,1,1,course,mother,1,2,0,no,yes,yes,no,yes,yes,1,no,4,4,4,3,3,5,2,11,11,11,math,11.0,7,higher_economic_class
320,GP,F,17,1,GT3,A,1,1,1,1,course,mother,1,2,0,no,yes,yes,no,yes,yes,1,yes,5,2,2,1,2,5,23,13,13,13,math,13.0,7,higher_economic_class
321,GP,F,17,1,GT3,T,0,0,1,1,course,mother,1,2,0,no,yes,no,no,yes,yes,0,yes,4,2,2,1,1,3,12,11,9,9,math,9.666666666666666,4,higher_economic_class
322,GP,F,17,0,LE3,T,0,0,1,1,course,mother,1,3,0,no,yes,yes,yes,yes,yes,1,no,3,3,2,2,2,3,3,11,11,11,math,11.0,4,higher_economic_class
323,GP,F,17,1,GT3,T,1,0,1,1,course,father,1,3,0,no,yes,no,no,no,yes,1,no,3,4,3,2,3,5,1,12,14,15,math,13.666666666666666,6,higher_economic_class
324,GP,F,17,1,LE3,T,0,0,0,0,home,father,1,3,0,no,no,no,no,yes,yes,1,no,3,3,3,2,3,2,0,16,15,15,math,15.333333333333334,3,lower_economic_class
325,GP,M,18,1,GT3,T,1,1,1,1,course,mother,1,3,0,no,no,no,yes,yes,yes,1,no,4,3,3,2,2,3,3,9,12,11,math,10.666666666666666,7,higher_economic_class
326,GP,M,17,1,GT3,T,1,1,1,1,reputation,mother,1,1,0,no,no,no,yes,no,yes,1,no,4,3,5,3,5,5,3,14,15,16,math,15.0,7,higher_economic_class
327,GP,M,17,0,GT3,T,0,0,1,1,course,mother,0,1,0,no,yes,no,no,yes,yes,1,no,4,4,5,5,5,4,8,11,10,10,math,10.333333333333334,3,lower_economic_class
328,GP,F,17,1,GT3,T,1,1,1,1,course,mother,1,3,0,no,yes,yes,yes,yes,yes,1,no,5,4,4,1,3,4,7,10,9,9,math,9.333333333333334,7,higher_economic_class
329,GP,F,17,1,GT3,T,1,1,1,1,course,mother,1,3,0,no,yes,yes,no,no,yes,1,yes,4,3,3,1,2,4,4,14,14,14,math,14.0,7,higher_economic_class
330,GP,M,18,1,LE3,T,0,0,1,1,course,mother,1,4,0,no,yes,no,yes,yes,yes,1,no,4,5,5,2,4,5,2,9,8,8,math,8.333333333333334,5,higher_economic_class
331,GP,F,17,0,GT3,T,0,1,0,1,course,father,1,3,0,no,yes,no,no,yes,yes,1,yes,4,4,3,1,1,5,7,12,14,14,math,13.333333333333334,4,higher_economic_class
332,GP,F,18,1,GT3,T,1,1,1,1,home,mother,1,2,0,no,no,no,yes,yes,yes,1,no,5,3,4,1,1,4,0,7,0,0,math,2.3333333333333335,7,higher_economic_class
333,GP,F,18,1,LE3,T,0,0,1,1,home,other,1,2,0,no,no,no,yes,no,yes,1,yes,4,3,3,1,1,2,0,8,8,0,math,5.333333333333333,5,higher_economic_class
334,GP,F,18,0,GT3,T,0,0,0,1,course,mother,1,4,0,no,no,no,yes,yes,yes,0,no,4,4,4,1,1,4,0,10,9,0,math,6.333333333333333,2,lower_economic_class
335,GP,F,17,1,GT3,T,1,1,1,1,course,mother,1,3,0,no,no,no,no,yes,yes,1,no,4,4,5,1,3,5,16,16,15,15,math,15.333333333333334,7,higher_economic_class
336,GP,F,19,0,GT3,A,1,0,1,0,home,other,1,3,1,no,no,yes,no,yes,yes,0,no,5,4,3,1,2,5,12,14,13,13,math,13.333333333333334,3,lower_economic_class
337,GP,F,17,1,GT3,T,1,0,1,1,home,mother,1,2,0,no,yes,yes,no,yes,yes,1,yes,4,3,2,2,3,2,0,7,8,0,math,5.0,6,higher_economic_class
338,GP,F,18,1,LE3,T,1,1,1,1,home,mother,1,4,0,no,yes,no,no,yes,yes,1,no,5,3,3,1,1,1,7,16,15,17,math,16.0,7,higher_economic_class
339,GP,F,17,0,GT3,A,1,0,1,1,home,mother,1,2,0,no,yes,yes,no,yes,yes,1,no,4,3,3,2,3,2,4,9,10,10,math,9.666666666666666,5,higher_economic_class
340,GP,F,19,1,GT3,T,0,0,1,1,home,other,1,3,1,no,no,yes,yes,yes,yes,1,yes,4,3,4,1,3,3,4,11,12,11,math,11.333333333333334,5,higher_economic_class
341,GP,M,18,1,GT3,T,1,1,1,1,home,father,1,2,1,no,yes,no,yes,yes,yes,1,no,4,3,3,2,2,2,0,10,10,0,math,6.666666666666667,7,higher_economic_class
342,GP,M,18,1,LE3,T,1,1,1,1,home,mother,1,2,0,no,no,no,yes,yes,yes,1,yes,4,3,3,1,3,5,11,16,15,15,math,15.333333333333334,7,higher_economic_class
343,GP,F,17,1,GT3,A,0,0,0,0,home,father,1,2,1,no,yes,no,no,yes,yes,1,yes,3,3,1,1,2,4,0,9,8,0,math,5.666666666666667,3,lower_economic_class
344,GP,F,18,1,GT3,T,0,1,0,1,course,mother,1,3,0,no,yes,no,no,yes,yes,1,no,4,3,3,1,2,3,4,11,10,10,math,10.333333333333334,5,higher_economic_class
345,GP,F,18,1,GT3,T,1,0,1,1,other,mother,1,3,0,no,no,no,no,yes,yes,1,yes,5,4,3,2,3,1,7,13,13,14,math,13.333333333333334,6,higher_economic_class
346,GP,M,18,0,GT3,T,1,1,1,1,course,mother,1,3,0,no,no,no,no,yes,yes,1,yes,5,3,2,1,2,4,9,16,15,16,math,15.666666666666666,6,higher_economic_class
347,GP,M,18,1,GT3,T,1,1,1,1,course,mother,1,3,0,no,yes,yes,no,yes,yes,1,yes,5,4,5,2,3,5,0,10,10,9,math,9.666666666666666,7,higher_economic_class
348,GP,F,17,1,GT3,T,1,1,1,1,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,1,yes,4,4,3,1,3,4,0,13,15,15,math,14.333333333333334,7,higher_economic_class
349,MS,M,18,0,GT3,T,1,0,1,1,course,mother,1,1,1,no,yes,no,no,no,yes,1,no,2,5,5,5,5,5,10,11,13,13,math,12.333333333333334,5,higher_economic_class
350,MS,M,19,0,GT3,T,0,0,1,1,home,other,0,2,3,no,no,no,no,yes,yes,1,no,5,4,4,3,3,2,8,8,7,8,math,7.666666666666667,3,lower_economic_class
351,MS,M,17,1,GT3,T,1,1,1,1,course,mother,1,2,0,no,yes,yes,no,yes,yes,1,no,4,5,4,2,3,3,2,13,13,13,math,13.0,7,higher_economic_class
352,MS,M,18,1,LE3,T,0,1,0,1,course,mother,1,1,1,no,no,no,no,yes,no,1,yes,4,3,3,2,3,3,7,8,7,8,math,7.666666666666667,5,higher_economic_class
353,MS,M,19,0,GT3,T,0,0,1,1,home,other,0,1,1,no,yes,no,no,yes,yes,1,no,4,4,4,3,3,5,4,8,8,8,math,8.0,3,lower_economic_class
354,MS,M,17,0,GT3,T,1,1,1,1,home,mother,1,2,0,no,yes,yes,yes,no,yes,1,yes,4,5,5,1,3,2,4,13,11,11,math,11.666666666666666,6,higher_economic_class
355,MS,F,18,1,GT3,T,1,1,1,1,course,father,1,2,0,no,yes,no,no,yes,yes,0,yes,5,3,4,1,1,5,0,10,9,9,math,9.333333333333334,6,higher_economic_class
356,MS,F,17,0,GT3,T,1,1,1,1,other,father,1,2,0,no,yes,yes,yes,yes,yes,1,no,4,3,3,1,2,5,4,12,13,13,math,12.666666666666666,6,higher_economic_class
357,MS,F,17,1,LE3,A,1,0,1,1,reputation,mother,1,2,0,no,no,no,no,yes,yes,0,yes,1,2,3,1,2,5,2,12,12,11,math,11.666666666666666,5,higher_economic_class
358,MS,M,18,1,LE3,T,0,0,1,1,home,father,1,1,0,no,no,no,no,no,yes,1,yes,3,3,2,1,2,3,4,10,10,10,math,10.0,5,higher_economic_class
359,MS,F,18,1,LE3,T,0,0,0,1,course,father,1,3,0,no,no,no,no,yes,yes,1,no,5,3,2,1,1,4,0,18,16,16,math,16.666666666666668,4,higher_economic_class
360,MS,F,18,0,LE3,A,0,1,0,1,course,mother,0,2,0,no,no,no,no,yes,yes,0,yes,4,3,4,1,4,5,0,13,13,13,math,13.0,2,lower_economic_class
361,MS,M,18,0,LE3,T,0,0,0,1,other,mother,1,2,1,no,no,no,yes,no,no,0,no,4,4,3,2,3,5,2,13,12,12,math,12.333333333333334,2,lower_economic_class
362,MS,F,18,1,GT3,T,1,1,1,1,other,mother,1,2,0,no,yes,no,no,yes,yes,1,yes,4,3,2,1,3,3,0,11,11,10,math,10.666666666666666,7,higher_economic_class
363,MS,F,17,1,LE3,T,1,1,0,0,course,mother,1,2,0,no,yes,yes,yes,yes,yes,1,yes,2,3,4,1,1,1,0,16,15,15,math,15.333333333333334,5,higher_economic_class
364,MS,F,17,0,GT3,T,0,0,1,1,course,father,1,2,0,no,no,no,no,no,yes,0,no,3,2,2,1,2,3,0,12,11,12,math,11.666666666666666,3,lower_economic_class
365,MS,M,18,0,GT3,T,0,1,0,1,course,mother,1,2,0,no,yes,yes,no,yes,yes,0,no,3,3,4,2,4,3,4,10,10,10,math,10.0,3,lower_economic_class
366,MS,M,18,1,LE3,T,1,1,1,1,other,mother,1,3,0,no,no,yes,no,yes,yes,1,yes,4,2,2,2,2,5,0,13,13,13,math,13.0,7,higher_economic_class
367,MS,F,17,0,GT3,T,0,0,1,1,reputation,mother,0,1,1,no,yes,yes,no,yes,yes,1,yes,5,2,1,1,2,1,0,7,6,0,math,4.333333333333333,3,lower_economic_class
368,MS,F,18,1,GT3,T,0,1,0,1,course,father,1,1,0,no,yes,yes,no,yes,yes,1,yes,5,2,3,1,2,4,0,11,10,10,math,10.333333333333334,5,higher_economic_class
369,MS,F,18,0,GT3,T,1,1,1,1,other,father,0,2,0,no,yes,yes,no,no,yes,1,yes,3,2,2,4,2,5,10,14,12,11,math,12.333333333333334,5,higher_economic_class
370,MS,F,19,1,LE3,T,1,0,1,1,home,other,1,2,2,no,no,no,yes,yes,yes,0,yes,3,2,2,1,1,3,4,7,7,9,math,7.666666666666667,5,higher_economic_class
371,MS,M,18,0,LE3,T,0,0,0,1,other,father,0,1,0,no,yes,yes,yes,yes,no,1,yes,4,3,3,2,3,3,3,14,12,12,math,12.666666666666666,2,lower_economic_class
372,MS,F,17,1,GT3,T,0,0,1,0,home,mother,1,3,0,no,no,no,yes,yes,yes,0,yes,3,4,3,1,1,3,8,13,11,11,math,11.666666666666666,3,lower_economic_class
373,MS,F,17,0,GT3,T,0,0,1,1,course,mother,1,1,0,no,no,no,yes,yes,yes,1,no,3,5,5,1,3,1,14,6,5,5,math,5.333333333333333,4,higher_economic_class
374,MS,F,18,0,LE3,T,1,1,1,1,reputation,mother,1,3,0,no,no,no,no,yes,yes,1,no,5,4,4,1,1,1,0,19,18,19,math,18.666666666666668,6,higher_economic_class
375,MS,F,18,0,GT3,T,0,0,1,1,home,mother,0,3,0,no,no,no,no,yes,yes,1,no,4,3,2,1,2,4,2,8,8,10,math,8.666666666666666,3,lower_economic_class
376,MS,F,20,1,GT3,T,1,0,1,1,course,other,1,3,2,no,yes,yes,no,no,yes,1,yes,5,4,3,1,1,3,4,15,14,15,math,14.666666666666666,6,higher_economic_class
377,MS,F,18,0,LE3,T,1,1,1,1,course,mother,1,2,0,no,no,yes,yes,yes,yes,1,no,5,4,3,3,4,2,4,8,9,10,math,9.0,6,higher_economic_class
378,MS,F,18,1,GT3,T,1,1,1,1,home,mother,1,2,0,no,no,yes,no,yes,yes,1,yes,4,1,3,1,2,1,0,15,15,15,math,15.0,7,higher_economic_class
379,MS,F,17,0,GT3,T,1,0,0,1,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,1,no,4,5,4,2,3,1,17,10,10,10,math,10.0,4,higher_economic_class
380,MS,M,18,1,GT3,T,1,1,1,1,home,father,1,2,0,no,no,yes,yes,no,yes,1,no,3,2,4,1,4,2,4,15,14,14,math,14.333333333333334,7,higher_economic_class
381,MS,M,18,0,GT3,T,0,0,1,1,other,mother,1,1,0,no,no,no,yes,no,yes,1,yes,4,4,3,1,3,5,5,7,6,7,math,6.666666666666667,4,higher_economic_class
382,MS,M,17,1,GT3,T,0,1,1,1,home,father,1,2,0,no,no,no,yes,yes,yes,1,no,4,4,3,1,1,3,2,11,11,10,math,10.666666666666666,6,higher_economic_class
383,MS,M,19,0,GT3,T,0,0,1,1,other,mother,1,1,1,no,no,no,no,yes,yes,0,no,4,3,2,1,3,5,0,6,5,0,math,3.6666666666666665,3,lower_economic_class
384,MS,M,18,0,GT3,T,1,0,1,1,home,father,1,1,1,no,no,yes,no,yes,yes,0,no,5,4,3,4,3,3,14,6,5,5,math,5.333333333333333,4,higher_economic_class
385,MS,F,18,0,GT3,T,0,0,0,1,other,mother,1,3,0,no,no,yes,no,yes,yes,0,no,5,3,3,1,3,4,2,10,9,10,math,9.666666666666666,2,lower_economic_class
386,MS,F,18,0,GT3,T,1,1,1,0,reputation,mother,0,1,0,no,yes,yes,yes,yes,yes,1,yes,4,4,3,2,2,5,7,6,5,6,math,5.666666666666667,4,higher_economic_class
387,MS,F,19,0,GT3,T,0,1,1,1,course,mother,1,3,1,no,no,no,yes,no,yes,1,no,5,4,2,1,2,5,0,7,5,0,math,4.0,5,higher_economic_class
388,MS,F,18,1,LE3,T,1,0,1,1,course,mother,1,2,0,no,yes,yes,no,yes,yes,1,no,4,3,4,1,1,1,0,7,9,8,math,8.0,6,higher_economic_class
389,MS,F,18,1,GT3,T,0,0,1,1,course,mother,1,2,1,no,no,no,yes,yes,yes,0,no,1,1,1,1,1,5,0,6,5,0,math,3.6666666666666665,4,higher_economic_class
390,MS,M,20,1,LE3,A,0,0,1,1,course,other,1,2,2,no,yes,yes,no,yes,yes,0,no,5,5,4,4,5,4,11,9,9,9,math,9.0,4,higher_economic_class
391,MS,M,17,1,LE3,T,1,0,1,1,course,mother,1,1,0,no,no,no,no,no,yes,1,no,2,4,5,3,4,2,3,14,16,16,math,15.333333333333334,6,higher_economic_class
392,MS,M,21,0,GT3,T,0,0,1,1,course,other,1,1,3,no,no,no,no,no,yes,0,no,5,5,3,3,3,3,3,10,8,7,math,8.333333333333334,3,lower_economic_class
393,MS,M,18,0,LE3,T,1,0,1,1,course,mother,0,1,0,no,no,no,no,no,yes,1,no,4,4,1,3,4,5,0,11,12,10,math,11.0,4,higher_economic_class
394,MS,M,19,1,LE3,T,0,0,1,0,course,father,1,1,0,no,no,no,no,yes,yes,1,no,3,2,3,3,3,5,5,8,9,9,math,8.666666666666666,4,higher_economic_class
395,GP,F,18,1,GT3,A,1,1,0,1,course,mother,1,2,0,yes,no,no,no,yes,yes,0,no,4,3,4,1,1,3,4,0,11,11,portuguese,7.333333333333333,5,higher_economic_class
396,GP,F,17,1,GT3,T,0,0,0,1,course,father,1,2,0,no,yes,no,no,no,yes,1,no,5,3,3,1,1,3,2,9,11,11,portuguese,10.333333333333334,4,higher_economic_class
397,GP,F,15,1,LE3,T,0,0,0,1,other,mother,1,2,0,yes,no,no,no,yes,yes,1,no,4,3,2,2,3,3,6,12,13,12,portuguese,12.333333333333334,4,higher_economic_class
398,GP,F,15,1,GT3,T,1,0,1,1,home,mother,1,3,0,no,yes,no,yes,yes,yes,1,yes,3,2,2,1,1,5,0,14,14,14,portuguese,14.0,6,higher_economic_class
399,GP,F,16,1,GT3,T,1,1,1,1,home,father,1,2,0,no,yes,no,no,yes,yes,0,no,4,3,2,1,2,5,0,11,13,13,portuguese,12.333333333333334,6,higher_economic_class
400,GP,M,16,1,LE3,T,1,1,1,1,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,1,no,5,4,2,1,2,5,6,12,12,13,portuguese,12.333333333333334,7,higher_economic_class
401,GP,M,16,1,LE3,T,0,0,1,1,home,mother,1,2,0,no,no,no,no,yes,yes,1,no,4,4,4,1,1,3,0,13,12,13,portuguese,12.666666666666666,5,higher_economic_class
402,GP,F,17,1,GT3,A,1,1,1,1,home,mother,1,2,0,yes,yes,no,no,yes,yes,0,no,4,1,4,1,1,1,2,10,13,13,portuguese,12.0,6,higher_economic_class
403,GP,M,15,1,LE3,A,1,0,1,1,home,mother,1,2,0,no,yes,no,no,yes,yes,1,no,4,2,2,1,1,1,0,15,16,17,portuguese,16.0,6,higher_economic_class
404,GP,M,15,1,GT3,T,1,1,1,1,home,mother,1,2,0,no,yes,no,yes,yes,yes,1,no,5,5,1,1,1,5,0,12,12,13,portuguese,12.333333333333334,7,higher_economic_class
405,GP,F,15,1,GT3,T,1,1,1,1,reputation,mother,1,2,0,no,yes,no,no,yes,yes,1,no,3,3,3,1,2,2,2,14,14,14,portuguese,14.0,7,higher_economic_class
406,GP,F,15,1,GT3,T,0,0,1,1,reputation,father,0,3,0,no,yes,no,yes,yes,yes,1,no,5,2,2,1,1,4,0,10,12,13,portuguese,11.666666666666666,4,higher_economic_class
407,GP,M,15,1,LE3,T,1,1,1,1,course,father,1,1,0,no,yes,no,yes,yes,yes,1,no,4,3,3,1,3,5,0,12,13,12,portuguese,12.333333333333334,7,higher_economic_class
408,GP,M,15,1,GT3,T,1,1,1,1,course,mother,1,2,0,no,yes,no,no,yes,yes,1,no,5,4,3,1,2,3,0,12,12,13,portuguese,12.333333333333334,7,higher_economic_class
409,GP,M,15,1,GT3,A,0,0,1,1,home,other,1,3,0,no,yes,no,no,yes,yes,1,yes,4,5,2,1,1,3,0,14,14,15,portuguese,14.333333333333334,5,higher_economic_class
410,GP,F,16,1,GT3,T,1,1,1,1,home,mother,1,1,0,no,yes,no,no,yes,yes,1,no,4,4,4,1,2,2,6,17,17,17,portuguese,17.0,7,higher_economic_class
411,GP,F,16,1,GT3,T,1,1,1,1,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,1,no,3,2,3,1,2,2,10,13,13,14,portuguese,13.333333333333334,7,higher_economic_class
412,GP,F,16,1,GT3,T,1,1,1,1,reputation,mother,0,2,0,yes,yes,no,yes,yes,yes,0,no,5,3,2,1,1,4,2,13,14,14,portuguese,13.666666666666666,5,higher_economic_class
413,GP,M,17,1,GT3,T,1,0,1,1,course,mother,1,1,3,no,yes,yes,yes,yes,yes,1,no,5,5,5,2,4,5,2,8,8,7,portuguese,7.666666666666667,6,higher_economic_class
414,GP,M,16,1,LE3,T,1,1,1,1,home,father,1,1,0,no,no,no,yes,yes,yes,1,no,3,1,3,1,3,5,6,12,12,12,portuguese,12.0,7,higher_economic_class
415,GP,M,15,1,GT3,T,1,1,1,1,reputation,mother,1,2,0,no,no,no,no,yes,yes,1,no,4,4,1,1,1,1,0,12,13,14,portuguese,13.0,7,higher_economic_class
416,GP,M,15,1,GT3,T,1,1,1,1,other,father,1,1,0,no,yes,yes,no,yes,yes,1,no,5,4,2,1,1,5,0,11,12,12,portuguese,11.666666666666666,7,higher_economic_class
417,GP,M,16,1,LE3,T,1,0,1,1,course,mother,1,2,0,no,no,no,yes,yes,yes,1,no,4,5,1,1,3,5,0,12,13,14,portuguese,13.0,6,higher_economic_class
418,GP,M,16,1,LE3,T,0,0,1,1,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,1,no,5,4,4,2,4,5,2,10,10,10,portuguese,10.0,5,higher_economic_class
419,GP,F,15,0,GT3,T,0,1,1,1,course,mother,1,3,0,yes,yes,no,yes,yes,yes,1,no,4,3,2,1,1,5,2,10,11,10,portuguese,10.333333333333334,5,higher_economic_class
420,GP,F,16,1,GT3,T,0,0,1,1,home,mother,1,1,0,no,yes,no,no,no,yes,1,no,1,2,2,1,3,5,6,10,11,12,portuguese,11.0,5,higher_economic_class
421,GP,M,15,1,GT3,T,0,0,1,1,home,mother,1,1,0,no,yes,no,no,yes,yes,1,no,4,2,2,1,2,5,8,11,12,12,portuguese,11.666666666666666,5,higher_economic_class
422,GP,M,15,1,GT3,T,1,0,1,1,other,mother,1,1,0,no,no,no,no,yes,yes,1,no,2,2,4,2,4,1,0,11,11,11,portuguese,11.0,6,higher_economic_class
423,GP,M,16,1,LE3,A,1,1,1,1,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,1,no,5,3,3,1,1,5,2,12,12,13,portuguese,12.333333333333334,7,higher_economic_class
424,GP,M,16,1,GT3,T,1,1,1,1,home,mother,1,2,0,no,yes,yes,yes,yes,yes,1,yes,4,4,5,5,5,5,4,12,11,12,portuguese,11.666666666666666,7,higher_economic_class
425,GP,M,15,1,GT3,T,1,1,1,1,home,mother,1,2,0,no,yes,yes,no,no,yes,1,no,5,4,2,3,4,5,0,10,11,11,portuguese,10.666666666666666,7,higher_economic_class
426,GP,M,15,1,GT3,T,1,1,1,1,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,1,no,4,3,1,1,1,5,2,15,15,15,portuguese,15.0,7,higher_economic_class
427,GP,M,15,0,GT3,T,1,1,1,0,course,mother,1,2,0,no,yes,no,yes,yes,yes,1,yes,4,5,2,1,1,5,0,13,14,15,portuguese,14.0,5,higher_economic_class
428,GP,M,15,1,LE3,T,1,1,1,1,course,mother,1,2,0,no,no,no,yes,no,yes,1,no,5,3,2,1,1,2,0,13,12,12,portuguese,12.333333333333334,7,higher_economic_class
429,GP,M,16,1,GT3,T,1,0,1,1,home,mother,1,1,0,no,yes,no,no,no,yes,1,no,5,4,3,1,1,5,4,12,12,12,portuguese,12.0,6,higher_economic_class
430,GP,F,15,1,GT3,T,0,1,1,1,other,father,1,1,0,no,yes,no,yes,yes,yes,0,no,3,5,1,1,1,5,4,11,11,11,portuguese,11.0,5,higher_economic_class
431,GP,M,15,1,LE3,T,1,1,1,1,home,mother,1,3,0,no,yes,no,yes,yes,yes,1,no,5,4,3,1,1,4,0,14,14,14,portuguese,14.0,7,higher_economic_class
432,GP,M,16,0,GT3,A,1,1,1,1,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,1,yes,2,4,3,1,1,5,4,13,13,13,portuguese,13.0,6,higher_economic_class
433,GP,F,15,0,GT3,T,1,1,1,1,course,mother,1,3,0,yes,yes,no,yes,yes,yes,1,no,4,3,2,1,1,5,2,11,12,12,portuguese,11.666666666666666,6,higher_economic_class
434,GP,F,15,0,GT3,T,0,0,0,1,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,0,no,4,3,1,1,1,2,8,14,13,12,portuguese,13.0,2,lower_economic_class
